EMPRESA,PROYECTO,N° WM,NOMBRES,APELLIDOS,CARGO TRABAJADOR,MAIL,RUT,ESTADO PEATON,ESTADO CONDUCTOR/OPERADOR,TURNO,FECHA INGRESO TURNO,FECHA SALIDA TURNO,CargoReporte,DependenciaTurno,NOMBRE_RESPORTABILIDAD,APELLIDO_RESPORTABILIDAD,MAIL_RESPORTABILIDAD,TURNO_REPORTABILIDAD,FECHA_INGRESO_TURNO_RESPORTABILIDAD,FECHA_SALIDA_TURNO_RESPORTABILIDAD
Logistica Minera SpA,Proyecto Sierra Alta,3,Matias Mauricio,Medina Soto,SUPERVISOR DE GESTION HSEC,matias.medina@logisticaminera.cl,19.322.631-0,ACREDITADO,ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,8,Benjamin Pedro,Barraza Vargas,OPERADOR DE SONDAJE,benjamin.barraza@logisticaminera.cl,17.787.127-3,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,8,Benjamin Pedro,Barraza Vargas,OPERADOR DE SONDAJE,benjamin.barraza@logisticaminera.cl,17.787.127-3,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,8,Benjamin Pedro,Barraza Vargas,OPERADOR DE SONDAJE,benjamin.barraza@logisticaminera.cl,17.787.127-3,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,11,Mauricio Manuel,Cornejo Araya,OPERADOR DE SONDAJE,mauricio.cornejo@logisticaminera.cl,10.569.918-2,ACREDITADO,ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,11,Mauricio Manuel,Cornejo Araya,OPERADOR DE SONDAJE,mauricio.cornejo@logisticaminera.cl,10.569.918-2,ACREDITADO,ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,11,Mauricio Manuel,Cornejo Araya,OPERADOR DE SONDAJE,mauricio.cornejo@logisticaminera.cl,10.569.918-2,ACREDITADO,ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,13,Mauricio Alejandro,Medina Lopez,AYUDANTE DE SONDAJE,mauricio.medina@logisticaminera.cl,12.538.851-5,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,13,Mauricio Alejandro,Medina Lopez,AYUDANTE DE SONDAJE,mauricio.medina@logisticaminera.cl,12.538.851-5,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,13,Mauricio Alejandro,Medina Lopez,AYUDANTE DE SONDAJE,mauricio.medina@logisticaminera.cl,12.538.851-5,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,19,Gonzalo Carlos,Ramirez Ramirez,OPERADOR DE SONDAJE,gonzalo.ramirez@logisticaminera.cl,14.473.148-4,ACREDITADO,ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,19,Gonzalo Carlos,Ramirez Ramirez,OPERADOR DE SONDAJE,gonzalo.ramirez@logisticaminera.cl,14.473.148-4,ACREDITADO,ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,19,Gonzalo Carlos,Ramirez Ramirez,OPERADOR DE SONDAJE,gonzalo.ramirez@logisticaminera.cl,14.473.148-4,ACREDITADO,ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,21,Felipe Francisco,Torres Herrera,AYUDANTE DE SONDAJE,felipe.torres@logisticaminera.cl,18.354.055-6,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,21,Felipe Francisco,Torres Herrera,AYUDANTE DE SONDAJE,felipe.torres@logisticaminera.cl,18.354.055-6,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,21,Felipe Francisco,Torres Herrera,AYUDANTE DE SONDAJE,felipe.torres@logisticaminera.cl,18.354.055-6,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,22,Daniela Monica,Hernandez Flores,OPERADOR DE SONDAJE,daniela.hernandez@logisticaminera.cl,11.256.352-0,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,22,Daniela Monica,Hernandez Flores,OPERADOR DE SONDAJE,daniela.hernandez@logisticaminera.cl,11.256.352-0,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,22,Daniela Monica,Hernandez Flores,OPERADOR DE SONDAJE,daniela.hernandez@logisticaminera.cl,11.256.352-0,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,23,Gabriel Cristobal,Figueroa Bustamante,AYUDANTE DE SONDAJE,gabriel.figueroa@logisticaminera.cl,24.833.209-3,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,23,Gabriel Cristobal,Figueroa Bustamante,AYUDANTE DE SONDAJE,gabriel.figueroa@logisticaminera.cl,24.833.209-3,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,23,Gabriel Cristobal,Figueroa Bustamante,AYUDANTE DE SONDAJE,gabriel.figueroa@logisticaminera.cl,24.833.209-3,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,26,Ivan Joaquin,Ibanez Riquelme,CHOFER DE SONDAJE,ivan.ibanez@logisticaminera.cl,19.100.574-0,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,26,Ivan Joaquin,Ibanez Riquelme,CHOFER DE SONDAJE,ivan.ibanez@logisticaminera.cl,19.100.574-0,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,26,Ivan Joaquin,Ibanez Riquelme,CHOFER DE SONDAJE,ivan.ibanez@logisticaminera.cl,19.100.574-0,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,27,Tomas Pedro,Poblete Uribe,MECANICO,tomas.poblete@logisticaminera.cl,10.057.612-0,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,27,Tomas Pedro,Poblete Uribe,MECANICO,tomas.poblete@logisticaminera.cl,10.057.612-0,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,27,Tomas Pedro,Poblete Uribe,MECANICO,tomas.poblete@logisticaminera.cl,10.057.612-0,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,51,Joaquin Gonzalo,Poblete Cabrera,AYUDANTE DE SONDAJE,joaquin.poblete@logisticaminera.cl,10.781.116-8,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,51,Joaquin Gonzalo,Poblete Cabrera,AYUDANTE DE SONDAJE,joaquin.poblete@logisticaminera.cl,10.781.116-8,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,51,Joaquin Gonzalo,Poblete Cabrera,AYUDANTE DE SONDAJE,joaquin.poblete@logisticaminera.cl,10.781.116-8,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,68,Fernando Andres,Flores Vidal,AYUDANTE DE SONDAJE,fernando.flores@logisticaminera.cl,19.134.982-2,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,68,Fernando Andres,Flores Vidal,AYUDANTE DE SONDAJE,fernando.flores@logisticaminera.cl,19.134.982-2,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,68,Fernando Andres,Flores Vidal,AYUDANTE DE SONDAJE,fernando.flores@logisticaminera.cl,19.134.982-2,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,83,Rodrigo Felipe,Godoy Villalobos,AYUDANTE DE SONDAJE,rodrigo.godoy@logisticaminera.cl,16.695.075-9,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,83,Rodrigo Felipe,Godoy Villalobos,AYUDANTE DE SONDAJE,rodrigo.godoy@logisticaminera.cl,16.695.075-9,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,83,Rodrigo Felipe,Godoy Villalobos,AYUDANTE DE SONDAJE,rodrigo.godoy@logisticaminera.cl,16.695.075-9,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,86,Tomas Matias,Riquelme Navarro,CHOFER DE SONDAJE,tomas.riquelme@logisticaminera.cl,14.844.127-8,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,86,Tomas Matias,Riquelme Navarro,CHOFER DE SONDAJE,tomas.riquelme@logisticaminera.cl,14.844.127-8,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,86,Tomas Matias,Riquelme Navarro,CHOFER DE SONDAJE,tomas.riquelme@logisticaminera.cl,14.844.127-8,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,112,Alejandro Fernando,Vega Flores,OPERADOR DE SONDAJE,alejandro.vega@logisticaminera.cl,11.910.440-8,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,112,Alejandro Fernando,Vega Flores,OPERADOR DE SONDAJE,alejandro.vega@logisticaminera.cl,11.910.440-8,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,112,Alejandro Fernando,Vega Flores,OPERADOR DE SONDAJE,alejandro.vega@logisticaminera.cl,11.910.440-8,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,115,Pedro Carlos,Sandoval Morales,ADMINISTRATIVO,pedro.sandoval@logisticaminera.cl,17.925.641-K,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,117,Ivan Fernando,Zuniga Paredes,SOLDADOR,ivan.zuniga@logisticaminera.cl,16.085.333-6,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,117,Ivan Fernando,Zuniga Paredes,SOLDADOR,ivan.zuniga@logisticaminera.cl,16.085.333-6,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,117,Ivan Fernando,Zuniga Paredes,SOLDADOR,ivan.zuniga@logisticaminera.cl,16.085.333-6,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,128,Roberto Mario,Morales Castro,AYUDANTE DE SONDAJE,roberto.morales@logisticaminera.cl,16.761.146-K,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,128,Roberto Mario,Morales Castro,AYUDANTE DE SONDAJE,roberto.morales@logisticaminera.cl,16.761.146-K,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,128,Roberto Mario,Morales Castro,AYUDANTE DE SONDAJE,roberto.morales@logisticaminera.cl,16.761.146-K,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,129,Catalina Veronica,Riquelme Navarro,AYUDANTE DE SONDAJE,catalina.riquelme@logisticaminera.cl,11.123.541-4,ACREDITADO,ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,129,Catalina Veronica,Riquelme Navarro,AYUDANTE DE SONDAJE,catalina.riquelme@logisticaminera.cl,11.123.541-4,ACREDITADO,ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,129,Catalina Veronica,Riquelme Navarro,AYUDANTE DE SONDAJE,catalina.riquelme@logisticaminera.cl,11.123.541-4,ACREDITADO,ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,151,Alejandro Gabriel,Caceres Torres,OPERADOR DE SONDAJE,alejandro.caceres@logisticaminera.cl,18.564.131-7,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,151,Alejandro Gabriel,Caceres Torres,OPERADOR DE SONDAJE,alejandro.caceres@logisticaminera.cl,18.564.131-7,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,151,Alejandro Gabriel,Caceres Torres,OPERADOR DE SONDAJE,alejandro.caceres@logisticaminera.cl,18.564.131-7,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,161,Leonardo Gabriel,Quintero Morales,AYUDANTE DE SONDAJE,leonardo.quintero@logisticaminera.cl,22.001.397-9,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,161,Leonardo Gabriel,Quintero Morales,AYUDANTE DE SONDAJE,leonardo.quintero@logisticaminera.cl,22.001.397-9,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,161,Leonardo Gabriel,Quintero Morales,AYUDANTE DE SONDAJE,leonardo.quintero@logisticaminera.cl,22.001.397-9,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,163,Oscar Nicolas,Paredes Acuna,AYUDANTE DE SONDAJE,oscar.paredes@logisticaminera.cl,24.831.521-0,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,163,Oscar Nicolas,Paredes Acuna,AYUDANTE DE SONDAJE,oscar.paredes@logisticaminera.cl,24.831.521-0,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,163,Oscar Nicolas,Paredes Acuna,AYUDANTE DE SONDAJE,oscar.paredes@logisticaminera.cl,24.831.521-0,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,165,Leonardo Tomas,Vera Cornejo,AYUDANTE DE SONDAJE,leonardo.vera@logisticaminera.cl,17.343.590-8,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,165,Leonardo Tomas,Vera Cornejo,AYUDANTE DE SONDAJE,leonardo.vera@logisticaminera.cl,17.343.590-8,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,165,Leonardo Tomas,Vera Cornejo,AYUDANTE DE SONDAJE,leonardo.vera@logisticaminera.cl,17.343.590-8,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,175,Silvia Monica,Sepulveda Riquelme,SUPERVISOR DE GESTION HSEC,silvia.sepulveda@logisticaminera.cl,11.044.587-3,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,185,Macarena Andrea,Castillo Rojas,MECANICO,macarena.castillo@logisticaminera.cl,12.310.841-8,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,185,Macarena Andrea,Castillo Rojas,MECANICO,macarena.castillo@logisticaminera.cl,12.310.841-8,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,185,Macarena Andrea,Castillo Rojas,MECANICO,macarena.castillo@logisticaminera.cl,12.310.841-8,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,189,Javiera Lorena,Mora Paredes,OPERADOR DE SONDAJE,javiera.mora@logisticaminera.cl,12.333.460-4,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,189,Javiera Lorena,Mora Paredes,OPERADOR DE SONDAJE,javiera.mora@logisticaminera.cl,12.333.460-4,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,189,Javiera Lorena,Mora Paredes,OPERADOR DE SONDAJE,javiera.mora@logisticaminera.cl,12.333.460-4,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,205,Martina Barbara,Parra Vergara,OPERADOR DE SONDAJE,martina.parra@logisticaminera.cl,11.072.662-7,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,205,Martina Barbara,Parra Vergara,OPERADOR DE SONDAJE,martina.parra@logisticaminera.cl,11.072.662-7,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
